date	Temperature	Humidity	Light	CO2	HumidityRatio
04/02/2015 19:50	21.89	27.1	0	548.5	0.00440102296708593
04/02/2015 19:51	21.89	27.1	0	551.5	0.00440102296708593
04/02/2015 19:52	21.89	27.1	0	548.5	0.00440102296708593
04/02/2015 19:53	21.89	27.1	0	548	0.00440102296708593
04/02/2015 19:53	21.89	27.1	0	547.5	0.00440102296708593
04/02/2015 19:54	21.89	27.1	0	553	0.00440102296708593
04/02/2015 19:56	21.84	27.1	0	547.5	0.00438751236133436
04/02/2015 19:57	21.8566666666667	27.1	0	548.666666666667	0.00439201182580606
04/02/2015 19:58	21.79	27.1	0	540	0.00437403835445405
04/02/2015 19:59	21.79	27.1	0	538	0.00437403835445405
04/02/2015 19:59	21.79	27.1	0	542	0.00437403835445405
04/02/2015 20:00	21.79	27.1	0	542	0.00437403835445405
04/02/2015 20:02	21.79	27.1	0	538	0.00437403835445405
04/02/2015 20:03	21.79	27.1	0	537.666666666667	0.00437403835445405
04/02/2015 20:04	21.79	27.1	0	537.5	0.00437403835445405
04/02/2015 20:05	21.79	27.1	0	536	0.00437403835445405
04/02/2015 20:06	21.745	27.1	0	534.5	0.00436194296945302
04/02/2015 20:06	21.7	27.1	0	532.5	0.00434987709774486
04/02/2015 20:08	21.76	27.1	0	530	0.0043659714821212
04/02/2015 20:09	21.745	27.05	0	529.5	0.00435383877122501
04/02/2015 20:10	21.79	27.05	0	531	0.00436591152717108
04/02/2015 20:10	21.73	27	0	533.333333333333	0.00434172461000499
04/02/2015 20:12	21.745	27	0	531	0.004345734782707
04/02/2015 20:12	21.745	27	0	529	0.004345734782707
04/02/2015 20:13	21.745	27	0	528.5	0.004345734782707
04/02/2015 20:15	21.7	27	0	525	0.00433371405578809
04/02/2015 20:16	21.7	27	0	528.5	0.00433371405578809
04/02/2015 20:17	21.7	27	0	530.5	0.00433371405578809
04/02/2015 20:18	21.7	26.89	0	528	0.00431593567308493
04/02/2015 20:19	21.7	26.89	0	526	0.00431593567308493
04/02/2015 20:19	21.7	26.89	0	530	0.00431593567308493
04/02/2015 20:21	21.7	26.89	0	533.333333333333	0.00431593567308493
04/02/2015 20:22	21.7	26.89	0	529	0.00431593567308493
04/02/2015 20:23	21.7	26.89	0	528	0.00431593567308493
04/02/2015 20:23	21.7	26.89	0	526	0.00431593567308493
04/02/2015 20:25	21.7	26.89	0	526	0.00431593567308493
04/02/2015 20:25	21.7	26.79	0	521	0.00429977438278406
04/02/2015 20:26	21.7	26.79	0	518	0.00429977438278406
04/02/2015 20:28	21.7	26.79	0	515.5	0.00429977438278406
04/02/2015 20:29	21.7	26.79	0	520	0.00429977438278406
04/02/2015 20:30	21.7	26.7675	0	523.5	0.00429613820740729
04/02/2015 20:31	21.7	26.79	0	525.5	0.00429977438278406
04/02/2015 20:31	21.7	26.79	0	525.5	0.00429977438278406
04/02/2015 20:32	21.7	26.79	0	514	0.00429977438278406
04/02/2015 20:34	21.7	26.7	0	518	0.00428522993460374
04/02/2015 20:35	21.7	26.7	0	518	0.00428522993460374
04/02/2015 20:36	21.7	26.7	0	520	0.00428522993460374
04/02/2015 20:37	21.6	26.7	0	521	0.00425892186208795
04/02/2015 20:38	21.6	26.6	0	518	0.00424286203685278
04/02/2015 20:38	21.6	26.65	0	517	0.00425089184650924
04/02/2015 20:39	21.6	26.6	0	511.5	0.00424286203685278
04/02/2015 20:41	21.65	26.65	0	514	0.00426400308494511
04/02/2015 20:42	21.6	26.55	0	515.5	0.00423483243311065
04/02/2015 20:43	21.6	26.5	0	517	0.00422680303527493
04/02/2015 20:44	21.6	26.5	0	515	0.00422680303527493
04/02/2015 20:44	21.6	26.5	0	512	0.00422680303527493
04/02/2015 20:45	21.6	26.5	0	515	0.00422680303527493
04/02/2015 20:47	21.65	26.55	0	511	0.00424789380271014
04/02/2015 20:48	21.6	26.5	0	514	0.00422680303527493
04/02/2015 20:49	21.6	26.445	0	508	0.00421797093546809
04/02/2015 20:50	21.6	26.4725	0	509.75	0.00422238695423002
04/02/2015 20:51	21.6	26.445	0	508.75	0.00421797093546809
04/02/2015 20:51	21.6	26.445	0	508.5	0.00421797093546809
04/02/2015 20:53	21.6	26.39	0	507	0.00420913908478788
04/02/2015 20:54	21.6	26.39	0	507	0.00420913908478788
04/02/2015 20:55	21.6	26.39	0	503.5	0.00420913908478788
04/02/2015 20:55	21.6	26.39	0	504	0.00420913908478788
04/02/2015 20:57	21.6	26.39	0	504	0.00420913908478788
04/02/2015 20:57	21.575	26.315	0	500.5	0.0041906371261489
04/02/2015 20:58	21.6	26.29	0	500	0.00419308181268417
04/02/2015 21:00	21.6	26.29	0	503.5	0.00419308181268417
04/02/2015 21:01	21.55	26.245	0	503	0.00417298202219627
04/02/2015 21:02	21.55	26.245	0	502.5	0.00417298202219627
04/02/2015 21:03	21.5	26.2	0	502	0.00415296201038409
04/02/2015 21:04	21.5666666666667	26.2	0	502	0.00417005914917235
04/02/2015 21:04	21.5	26.2	0	502.5	0.00415296201038409
04/02/2015 21:06	21.5	26.2	0	497	0.00415296201038409
04/02/2015 21:07	21.5	26.15	0	501.5	0.00414498369514183
04/02/2015 21:08	21.5	26.15	0	504	0.00414498369514183
04/02/2015 21:08	21.5	26.1	0	501	0.00413700558321316
04/02/2015 21:10	21.5	26.1	0	493.75	0.00413700558321316
04/02/2015 21:10	21.5	26.1	0	500	0.00413700558321316
04/02/2015 21:11	21.5	26.1	0	504.5	0.00413700558321316
04/02/2015 21:13	21.5	26.05	0	504	0.00412902767459031
04/02/2015 21:14	21.5	26.1	0	501	0.00413700558321316
04/02/2015 21:15	21.5	26	0	499	0.00412104996926551
04/02/2015 21:16	21.5	26	0	502	0.00412104996926551
04/02/2015 21:16	21.5	26	0	503.5	0.00412104996926551
04/02/2015 21:17	21.5	26	0	500.666666666667	0.00412104996926551
04/02/2015 21:19	21.5	26	0	493	0.00412104996926551
04/02/2015 21:20	21.5	26	0	492.5	0.00412104996926551
04/02/2015 21:21	21.5	26	0	493	0.00412104996926551
04/02/2015 21:22	21.5	25.89	0	495.5	0.00410349973312177
04/02/2015 21:23	21.5	26	0	492.666666666667	0.00412104996926551
04/02/2015 21:23	21.5	26	0	490	0.00412104996926551
04/02/2015 21:24	21.5	25.9266666666667	0	493	0.00410934970251646
04/02/2015 21:26	21.5	25.89	0	494.666666666667	0.00410349973312177
04/02/2015 21:27	21.5	25.89	0	496	0.00410349973312177
04/02/2015 21:28	21.5	25.89	0	491	0.00410349973312177
04/02/2015 21:29	21.5	25.84	0	490.5	0.0040955226782985
04/02/2015 21:29	21.5	25.84	0	490	0.0040955226782985
04/02/2015 21:30	21.5	25.89	0	491	0.00410349973312177
04/02/2015 21:32	21.5	25.89	0	491.666666666667	0.00410349973312177
04/02/2015 21:33	21.5	25.89	0	493.5	0.00410349973312177
04/02/2015 21:34	21.4725	25.865	0	493.75	0.00409256776950153
04/02/2015 21:35	21.5	25.84	0	490	0.0040955226782985
04/02/2015 21:36	21.5	25.79	0	488	0.00408754582674064
04/02/2015 21:36	21.5	25.79	0	490	0.00408754582674064
04/02/2015 21:38	21.5	25.79	0	487	0.00408754582674064
04/02/2015 21:39	21.445	25.745	0	492.5	0.00406655560714929
04/02/2015 21:40	21.445	25.745	0	493.5	0.00406655560714929
04/02/2015 21:40	21.4633333333333	25.76	0	493.333333333333	0.00407354230391887
04/02/2015 21:42	21.445	25.745	0	488	0.00406655560714929
04/02/2015 21:42	21.5	25.79	0	487.5	0.00408754582674064
04/02/2015 21:43	21.4266666666667	25.73	0	485.333333333333	0.00405957893706384
04/02/2015 21:45	21.39	25.7	0	484	0.00404565562779471
04/02/2015 21:46	21.39	25.7	0	489	0.00404565562779471
04/02/2015 21:47	21.445	25.745	0	488	0.00406655560714929
04/02/2015 21:48	21.5	25.79	0	493	0.00408754582674064
04/02/2015 21:49	21.39	25.7	0	491	0.00404565562779471
04/02/2015 21:49	21.445	25.745	0	488	0.00406655560714929
04/02/2015 21:51	21.445	25.745	0	487.25	0.00406655560714929
04/02/2015 21:52	21.39	25.7	0	489	0.00404565562779471
04/02/2015 21:53	21.5	25.79	0	489	0.00408754582674064
04/02/2015 21:53	21.39	25.7	0	486	0.00404565562779471
04/02/2015 21:55	21.4266666666667	25.73	0	484.666666666667	0.00405957893706384
04/02/2015 21:55	21.39	25.7	0	485	0.00404565562779471
04/02/2015 21:56	21.39	25.7	0	487	0.00404565562779471
04/02/2015 21:58	21.39	25.7	0	492	0.00404565562779471
04/02/2015 21:59	21.39	25.7	0	490.666666666667	0.00404565562779471
04/02/2015 22:00	21.39	25.7	0	488	0.00404565562779471
04/02/2015 22:01	21.39	25.7	0	485.5	0.00404565562779471
04/02/2015 22:01	21.39	25.7	0	486	0.00404565562779471
04/02/2015 22:02	21.39	25.7	0	485.5	0.00404565562779471
04/02/2015 22:04	21.39	25.7	0	486	0.00404565562779471
04/02/2015 22:05	21.39	25.7	0	480	0.00404565562779471
04/02/2015 22:06	21.39	25.7	0	481	0.00404565562779471
04/02/2015 22:07	21.39	25.7	0	481.666666666667	0.00404565562779471
04/02/2015 22:08	21.39	25.7	0	485.5	0.00404565562779471
04/02/2015 22:08	21.39	25.7	0	485	0.00404565562779471
04/02/2015 22:09	21.39	25.7	0	473	0.00404565562779471
04/02/2015 22:11	21.39	25.7	0	475	0.00404565562779471
04/02/2015 22:12	21.39	25.7	0	486	0.00404565562779471
04/02/2015 22:13	21.39	25.7	0	481.5	0.00404565562779471
04/02/2015 22:14	21.39	25.7	0	483	0.00404565562779471
04/02/2015 22:14	21.39	25.7	0	479	0.00404565562779471
04/02/2015 22:15	21.39	25.7	0	479	0.00404565562779471
04/02/2015 22:17	21.39	25.7	0	479	0.00404565562779471
04/02/2015 22:18	21.34	25.7	0	479	0.0040331952510965
04/02/2015 22:19	21.39	25.7	0	479	0.00404565562779471
04/02/2015 22:20	21.39	25.7	0	477	0.00404565562779471
04/02/2015 22:21	21.39	25.7	0	477.5	0.00404565562779471
04/02/2015 22:21	21.29	25.7	0	477.5	0.00402076872591321
04/02/2015 22:23	21.34	25.7	0	480	0.0040331952510965
04/02/2015 22:24	21.29	25.7	0	480	0.00402076872591321
04/02/2015 22:25	21.34	25.7	0	482	0.0040331952510965
04/02/2015 22:25	21.3233333333333	25.7	0	480.333333333333	0.00402904931868002
04/02/2015 22:27	21.34	25.7	0	477.5	0.0040331952510965
04/02/2015 22:27	21.29	25.7	0	476	0.00402076872591321
04/02/2015 22:28	21.39	25.7	0	479	0.00404565562779471
04/02/2015 22:30	21.39	25.7	0	471	0.00404565562779471
04/02/2015 22:31	21.29	25.7	0	474	0.00402076872591321
04/02/2015 22:32	21.29	25.7	0	477.5	0.00402076872591321
04/02/2015 22:33	21.34	25.7	0	476	0.0040331952510965
04/02/2015 22:34	21.29	25.7	0	474.25	0.00402076872591321
04/02/2015 22:34	21.39	25.7	0	475	0.00404565562779471
04/02/2015 22:36	21.29	25.7	0	476.5	0.00402076872591321
04/02/2015 22:37	21.34	25.7	0	474.5	0.0040331952510965
04/02/2015 22:38	21.29	25.7	0	478	0.00402076872591321
04/02/2015 22:38	21.29	25.7	0	475.333333333333	0.00402076872591321
04/02/2015 22:40	21.29	25.7	0	477	0.00402076872591321
04/02/2015 22:40	21.29	25.7	0	475.5	0.00402076872591321
04/02/2015 22:41	21.29	25.7	0	477.5	0.00402076872591321
04/02/2015 22:43	21.29	25.7	0	477.5	0.00402076872591321
04/02/2015 22:44	21.29	25.7	0	478	0.00402076872591321
04/02/2015 22:45	21.29	25.7	0	473.5	0.00402076872591321
04/02/2015 22:46	21.29	25.7	0	472.5	0.00402076872591321
04/02/2015 22:46	21.29	25.7	0	472	0.00402076872591321
04/02/2015 22:47	21.29	25.7	0	469.5	0.00402076872591321
04/02/2015 22:49	21.29	25.7	0	466.666666666667	0.00402076872591321
04/02/2015 22:50	21.29	25.7	0	467	0.00402076872591321
04/02/2015 22:51	21.29	25.7	0	469.5	0.00402076872591321
04/02/2015 22:52	21.2	25.6	0	469	0.00398282809773472
04/02/2015 22:53	21.29	25.7	0	471	0.00402076872591321
04/02/2015 22:53	21.29	25.7	0	469	0.00402076872591321
04/02/2015 22:54	21.26	25.6666666666667	0	467.333333333333	0.00400809012841946
04/02/2015 22:56	21.245	25.65	0	471.5	0.00400176273769059
04/02/2015 22:57	21.23	25.6333333333333	0	471.666666666667	0.00399544327454182
04/02/2015 22:58	21.29	25.7	0	475	0.00402076872591321
04/02/2015 22:59	21.2	25.6	0	471	0.00398282809773472
04/02/2015 22:59	21.2	25.6	0	471	0.00398282809773472
04/02/2015 23:00	21.245	25.65	0	471	0.00400176273769059
04/02/2015 23:02	21.245	25.65	0	474.5	0.00400176273769059
04/02/2015 23:03	21.2	25.6	0	475.5	0.00398282809773472
04/02/2015 23:04	21.2	25.6	0	474	0.00398282809773472
04/02/2015 23:05	21.2	25.6	0	469	0.00398282809773472
04/02/2015 23:06	21.2	25.6	0	474	0.00398282809773472
04/02/2015 23:06	21.2	25.6	0	474	0.00398282809773472
04/02/2015 23:08	21.2	25.6	0	468.5	0.00398282809773472
04/02/2015 23:09	21.2	25.6	0	469.5	0.00398282809773472
04/02/2015 23:10	21.2	25.6	0	472.5	0.00398282809773472
04/02/2015 23:10	21.2	25.6	0	467.5	0.00398282809773472
04/02/2015 23:12	21.2	25.6	0	469	0.00398282809773472
04/02/2015 23:12	21.2	25.55	0	466.5	0.00397499942379926
04/02/2015 23:13	21.2	25.5	0	469.5	0.00396717094567545
04/02/2015 23:15	21.2	25.5	0	469	0.00396717094567545
04/02/2015 23:16	21.2	25.5	0	467	0.00396717094567545
04/02/2015 23:17	21.2	25.5	0	467.333333333333	0.00396717094567545
04/02/2015 23:18	21.2	25.5	0	467	0.00396717094567545
04/02/2015 23:19	21.2	25.5	0	464.5	0.00396717094567545
04/02/2015 23:19	21.2	25.445	0	466	0.00395855984589297
04/02/2015 23:21	21.2	25.5	0	473	0.00396717094567545
04/02/2015 23:22	21.2	25.39	0	475	0.00394994898302393
04/02/2015 23:23	21.2	25.39	0	471	0.00394994898302393
04/02/2015 23:23	21.2	25.39	0	470	0.00394994898302393
04/02/2015 23:25	21.2	25.39	0	466.25	0.00394994898302393
04/02/2015 23:25	21.2	25.39	0	467	0.00394994898302393
04/02/2015 23:26	21.2	25.39	0	473	0.00394994898302393
04/02/2015 23:28	21.2	25.39	0	468	0.00394994898302393
04/02/2015 23:29	21.2	25.39	0	463	0.00394994898302393
04/02/2015 23:30	21.2	25.39	0	466	0.00394994898302393
04/02/2015 23:31	21.2	25.39	0	467	0.00394994898302393
04/02/2015 23:31	21.2	25.29	0	468	0.00393429347565304
04/02/2015 23:32	21.2	25.39	0	468	0.00394994898302393
04/02/2015 23:34	21.2	25.29	0	468	0.00393429347565304
04/02/2015 23:35	21.2	25.34	0	465.5	0.00394212113144808
04/02/2015 23:36	21.2	25.39	0	464	0.00394994898302393
04/02/2015 23:37	21.2	25.34	0	464.5	0.00394212113144808
04/02/2015 23:38	21.2	25.29	0	465.666666666667	0.00393429347565304
04/02/2015 23:38	21.2	25.365	0	465.75	0.00394603503276295
04/02/2015 23:39	21.2	25.39	0	464	0.00394994898302393
04/02/2015 23:41	21.2	25.39	0	467	0.00394994898302393
04/02/2015 23:42	21.15	25.39	0	466.5	0.0039377674602206
04/02/2015 23:43	21.2	25.39	0	465	0.00394994898302393
04/02/2015 23:44	21.2	25.39	0	462	0.00394994898302393
04/02/2015 23:44	21.2	25.39	0	459.666666666667	0.00394994898302393
04/02/2015 23:45	21.2	25.29	0	458	0.00393429347565304
04/02/2015 23:47	21.2	25.34	0	462.5	0.00394212113144808
04/02/2015 23:48	21.2	25.29	0	467	0.00393429347565304
04/02/2015 23:49	21.2	25.29	0	466.5	0.00393429347565304
04/02/2015 23:50	21.2	25.29	0	463	0.00393429347565304
04/02/2015 23:51	21.2	25.29	0	465	0.00393429347565304
04/02/2015 23:51	21.2	25.29	0	463.25	0.00393429347565304
04/02/2015 23:53	21.2	25.29	0	460	0.00393429347565304
04/02/2015 23:54	21.2	25.29	0	457	0.00393429347565304
04/02/2015 23:55	21.2	25.29	0	456	0.00393429347565304
04/02/2015 23:55	21.245	25.245	0	454	0.00393817695145039
04/02/2015 23:57	21.23	25.23	0	454	0.00393217865599575
04/02/2015 23:57	21.29	25.29	0	458	0.00395621617653094
04/02/2015 23:58	21.2	25.2	0	456	0.00392020418856616
05/02/2015 00:00	21.245	25.245	0	456.5	0.00393817695145039
05/02/2015 00:01	21.245	25.245	0	458.5	0.00393817695145039
05/02/2015 00:02	21.26	25.26	0	459.666666666667	0.00394418263158888
05/02/2015 00:03	21.245	25.245	0	464	0.00393817695145039
05/02/2015 00:04	21.245	25.2	0	465	0.00393111266145068
05/02/2015 00:04	21.29	25.2	0	461	0.00394204788657305
05/02/2015 00:06	21.245	25.2	0	458.5	0.00393111266145068
05/02/2015 00:07	21.29	25.2	0	459	0.00394204788657305
05/02/2015 00:08	21.29	25.2	0	451	0.00394204788657305
05/02/2015 00:08	21.29	25.2	0	456	0.00394204788657305
05/02/2015 00:10	21.29	25.2	0	463	0.00394204788657305
05/02/2015 00:10	21.29	25.2	0	461.666666666667	0.00394204788657305
05/02/2015 00:11	21.29	25.2	0	458	0.00394204788657305
05/02/2015 00:13	21.29	25.2	0	450	0.00394204788657305
05/02/2015 00:14	21.29	25.2	0	457	0.00394204788657305
05/02/2015 00:15	21.29	25.2	0	456	0.00394204788657305
05/02/2015 00:16	21.29	25.2	0	456	0.00394204788657305
05/02/2015 00:16	21.29	25.2	0	461	0.00394204788657305
05/02/2015 00:17	21.29	25.2	0	463	0.00394204788657305
05/02/2015 00:19	21.29	25.2	0	460	0.00394204788657305
05/02/2015 00:20	21.29	25.2	0	456	0.00394204788657305
05/02/2015 00:21	21.29	25.2	0	454.5	0.00394204788657305
05/02/2015 00:22	21.29	25.2	0	448.5	0.00394204788657305
05/02/2015 00:23	21.29	25.2	0	453.5	0.00394204788657305
05/02/2015 00:23	21.29	25.2	0	454	0.00394204788657305
05/02/2015 00:24	21.29	25.2	0	454	0.00394204788657305
05/02/2015 00:26	21.29	25.245	0	450.5	0.00394913195137757
05/02/2015 00:27	21.29	25.245	0	453	0.00394913195137757
05/02/2015 00:28	21.2	25.2	0	457	0.00392020418856616
05/02/2015 00:29	21.2	25.2	0	452.5	0.00392020418856616
05/02/2015 00:29	21.2	25.2	0	449	0.00392020418856616
05/02/2015 00:30	21.2	25.2	0	458.666666666667	0.00392020418856616
05/02/2015 00:32	21.2	25.2	0	454.5	0.00392020418856616
05/02/2015 00:33	21.2	25.245	0	455.5	0.00392724875282402
05/02/2015 00:34	21.2	25.245	0	453.5	0.00392724875282402
05/02/2015 00:35	21.2	25.29	0	452	0.00393429347565304
05/02/2015 00:36	21.2	25.29	0	451.5	0.00393429347565304
05/02/2015 00:36	21.2	25.29	0	451	0.00393429347565304
05/02/2015 00:38	21.1666666666667	25.3566666666667	0	450.333333333333	0.00393661649452723
05/02/2015 00:39	21.1666666666667	25.39	0	450	0.00394182428230707
05/02/2015 00:40	21.15	25.39	0	453.5	0.0039377674602206
05/02/2015 00:40	21.1	25.39	0	454	0.00392561907243717
05/02/2015 00:42	21.15	25.39	0	452.5	0.0039377674602206
05/02/2015 00:42	21.1	25.39	0	454	0.00392561907243717
05/02/2015 00:43	21.1	25.39	0	457	0.00392561907243717
05/02/2015 00:45	21.1	25.4633333333333	0	450.333333333333	0.00393702911172392
05/02/2015 00:46	21.1	25.5	0	451	0.00394273428736449
05/02/2015 00:47	21.1	25.5	0	451	0.00394273428736449
05/02/2015 00:48	21.05	25.445	0	449	0.00392203465655424
05/02/2015 00:49	21.1	25.5	0	449	0.00394273428736449
